Genre,Year,Stream
Rock,1989,64625323
Jazz/Latin,2001,335077834
Pop,2018,293825176
Rock,1987,245704292
Rock,2011,44048814
Pop,1990,432762163
Dance/Electronic,2015,48489864
Dance/Electronic,1983,989478518
Dance/Electronic,1983,93672131
Pop,1992,83478300
Rock,1973,442465848
Rock,1992,188562184
Rock,1994,298200376
Rock,1986,176783017
Pop,1976,322693579
Pop,1970,93536322
Pop,2017,629760955
Dance/Electronic,2011,543246526
Dance/Electronic,2011,346448655
Rock,1972,503532637
Rock,1972,160985238
Metal,2002,27691603
Rock,2004,24513821
Metal,1986,76158128
Pop,2017,61426418
Dance/Electronic,2019,13151755
Pop,2016,16488631
Rock,1976,246602574
Pop,1969,0
Metal,1992,0
Rock,2019,0
Rock,1985,28468932
Rock,2016,22544525
Pop,1967,79739086
Dance/Electronic,2017,742422685
R&B/Soul,2004,10072726
Rock,1967,18534972
Pop,2010,19579597
Pop,1962,577193378
Pop,1962,174033542
Dance/Electronic,1987,643466661
Dance/Electronic,1998,223895918
Dance/Electronic,2017,82021602
Pop,2001,385301938
Pop,2013,560385824
Indie/Folk,1978,35687420
R&B/Soul,1994,342900434
Pop,1962,37959762
Rock,1984,333209828
Rock,1984,5367157
Pop,2005,171202171
Pop,2003,108759699
Rock,1997,94687300
Rock,1996,50859782
Rock,1991,1520672936
Rock,1991,917973701
Rock,1993,520267818
Rock,1994,328108571
Rock,1991,459674766
Rock,1993,153254208
Rock,1993,190780281
Pop,1970,1651772677
Pop,2019,1651772677
Pop,2019,1651772677
Pop,2012,1302191678
Pop,2014,1151909237
Pop,2015,1502780803
Pop,2015,1502780803
Dance/Electronic,2013,1034482506
Pop,2015,1034482506
Pop,2012,633577750
Pop,1965,356178499
Pop,2005,356178499
Rock,2001,356178499
Pop,2014,282927803
Pop,2005,282927803
Pop,2007,270525777
Metal,1997,750136852
Metal,2007,589718293
Metal,1999,429307999
Metal,2005,499422347
Metal,2002,293045629
Metal,2002,173873903
Metal,2011,192681635
Metal,2009,186839851
Dance/Electronic,2018,937297582
Dance/Electronic,2017,1159077755
Pop,2011,302465785
Pop,2008,1511693506
Pop,2012,736204200
Rock,1978,192778082
Rock,1986,94039383
Rock,2007,1130582793
Pop,2014,84018048
Pop,2010,57997222
Rock,1992,181537653
Dance/Electronic,1998,106645404
Pop,2017,174115231
Pop,2015,174115231
Dance/Electronic,1983,989478518
Dance/Electronic,1983,93672131
Rock,2005,41097163
Rock,1976,70886206
Pop,2014,144244482
Rock,1980,91357177
Dance/Electronic,2016,1089163472
Dance/Electronic,2016,501582439
Dance/Electronic,2015,454972089
Dance/Electronic,2011,98685187
Rock,2012,463086
Rock,1970,117551068
Dance/Electronic,1997,129338689
Dance/Electronic,1997,98419201
Dance/Electronic,1997,109366004
Rock,1977,9329896
Rock,1976,9329896
Indie/Folk,2006,394548991
Indie/Folk,2006,22029829
Country,2000,2431314
Dance/Electronic,2017,38939494
R&B/Soul,2004,23827245
Pop,1980,64000309
Dance/Electronic,2017,33895678
Indie/Folk,2005,887369479
Pop,2014,183969494
Dance/Electronic,2017,5252743
Dance/Electronic,2013,726264420
Dance/Electronic,2013,726264420
Dance/Electronic,2014,10008636
Dance/Electronic,2017,143547079
Rock,1994,40778545
Indie/Folk,1984,40778545
Pop,2009,40778545
Rock,1971,784067661
Rock,1970,556875980
Rock,1969,493245427
Rock,1971,297595067
Indie/Folk,2013,1944651744
Indie/Folk,2014,1944651744
Pop,2018,12011062
Rock,2004,1646743223
Rock,2004,578122090
R&B/Soul,2017,431311658
Rock,2008,431311658
Dance/Electronic,2018,559384950
Pop,2013,165066980
Dance/Electronic,2015,233212157
R&B/Soul,2006,694280349
R&B/Soul,2006,414914866
R&B/Soul,2006,372312004
R&B/Soul,2006,302457737
R&B/Soul,2006,172350115
Rock,1978,0
Rock,1985,0
Rock,1980,0
Rock,1985,0
Rock,1985,0
Rock,1985,29767346
Rock,1985,0
Rock,1980,0
Pop,2017,186369505
Dance/Electronic,2018,713211866
Dance/Electronic,2019,713211866
Dance/Electronic,2018,559384950
Dance/Electronic,2019,223322925
Rock,2008,1044029601
Rock,2008,654228901
Rock,2010,159117136
Dance/Electronic,2017,187288984
Rock,1994,353123597
Indie/Folk,1984,353123597
Pop,2009,353123597
Metal,2015,47682619
Rock,2004,881477862
Rock,2004,362387670
Rock,2012,66191071
Rock,2004,48776995
Rock,2004,52383791
Metal,2003,749278645
Metal,2003,410612015
Rock,1991,66098488
Pop,1983,51165292
R&B/Soul,2016,51165292
R&B/Soul,2015,51165292
Dance/Electronic,2010,51165292
Pop,2011,247501664
Rock,2006,130647207
Rock,1977,350860668
Rock,1980,162514866
Rock,1985,0
Rock,1977,313806838
Rock,1979,292139107
Rock,1979,123720230
Rock,1979,94089763
Rock,1974,75028394
Rock,1982,51779427
Rock,1974,47289833
Rock,2005,969429694
R&B/Soul,1995,14602380
Dance/Electronic,2000,14602380
Pop,2015,30634973
Rock,2004,649504490
Pop,2011,1318267448
Jazz/Latin,2018,337622805
Dance/Electronic,2017,15092838
R&B/Soul,1989,200929081
R&B/Soul,1991,180004883
R&B/Soul,1985,162967055
R&B/Soul,2004,82503383
Pop,2004,82503383
R&B/Soul,1995,25066191
Rock,2017,74108200
Dance/Electronic,2002,74108200
Pop,2010,20850494
Indie/Folk,2018,23680851
Pop,1969,19337506
Dance/Electronic,2017,19337506
Dance/Electronic,2017,119383129
Jazz/Latin,2015,62563413
Pop,2014,98928593
Pop,2005,98928593
Dance/Electronic,1997,13843423
Rock,2006,1937579
Dance/Electronic,2003,88167744
Metal,2000,18623819
Metal,1987,1397611294
Metal,1991,732170807
Metal,1987,885393374
Metal,1991,538458697
Metal,1991,394352271
Metal,1987,842826610
Metal,1991,175405332
Metal,1987,280594347
Dance/Electronic,2010,387515049
Indie/Folk,2005,725679412
Indie/Folk,2005,267271313
Country,2010,339639033
Rock,2012,29737983
Indie/Folk,2018,9120922
Rock,1985,973808944
Indie/Folk,1978,9921556
Pop,2013,267559996
Indie/Folk,2006,202466711
Rock,1997,808323461
Rock,1997,106804662
Pop,1991,196756560
Rock,1973,382532024
Rock,1976,130683787
Rock,1973,74476709
Dance/Electronic,2004,482619005
Rock,1971,20597114
Rock,1988,34349450
Rock,1981,11507787
Rock,1988,0
Hip Hop,2013,7490574
Dance/Electronic,2015,60364632
Rock,2013,1589532270
Rock,2007,619166969
Rock,2006,341275107
Pop,2018,1036635597
Pop,2016,1150692722
Dance/Electronic,2016,1389243583
Pop,2010,648916568
Dance/Electronic,2017,933966110
Pop,2011,1018031880
Dance/Electronic,2013,1741876368
Dance/Electronic,2013,936540661
Dance/Electronic,2015,362292694
Rock,1994,1336763515
Pop,2018,1336763515
Dance/Electronic,2015,981156901
Dance/Electronic,2013,208977128
Dance/Electronic,2017,171285749
Pop,2014,270408673
Pop,2014,270408673
Metal,2013,171149690
Indie/Folk,2008,16401909
Pop,2013,141709277
Dance/Electronic,2016,29836448
Dance/Electronic,2012,968714963
Rock,1984,595238190
Rock,1977,171408139
Rock,1984,26322169
Rock,2012,73259995
Dance/Electronic,1977,929862
Rock,1994,1720239
Rock,1973,6908786
Dance/Electronic,2010,533889859
Pop,2017,2312689776
Pop,2015,2312689776
Pop,2017,3362005201
Pop,2017,3362005201
Pop,2014,2067689483
Pop,2014,2154334378
Pop,2015,2154334378
Pop,2017,1160906130
Dance/Electronic,2019,1160906130
Dance/Electronic,2013,691252064
Dance/Electronic,2018,713211866
Dance/Electronic,2019,713211866
Dance/Electronic,2013,780532094
Dance/Electronic,2017,698790385
Hip Hop,2015,1521254554
Dance/Electronic,2018,1719434482
Dance/Electronic,2018,1719434482
Dance/Electronic,2016,1389243583
Dance/Electronic,2014,1162962817
Pop,2011,1018031880
Pop,1969,830392892
Dance/Electronic,2017,830392892
Pop,1979,933065966
Dance/Electronic,2015,933065966
Dance/Electronic,1986,372604524
Dance/Electronic,1984,199236015
Dance/Electronic,1986,142773843
Pop,2019,1191462347
Pop,2019,449614888
Dance/Electronic,2000,262839524
Pop,2013,1785368454
Pop,2014,1785368454
Dance/Electronic,2018,100222160
Dance/Electronic,2010,807771340
Dance/Electronic,2010,399373513
Pop,2016,68028620
Pop,2016,22572182
Soundtrack,1995,5193406
Rock,2004,303125145
Rock,2004,106204235
Rock,1990,118783401
R&B/Soul,2014,94138695
Rock,2009,14390299
Pop,1991,52624277
Dance/Electronic,2009,461353954
Pop,2018,125665816
Pop,2018,36319302
Rock,1976,70293185
Pop,2018,1456860581
Dance/Electronic,2010,1456860581
Dance/Electronic,2014,1067826820
Dance/Electronic,2013,884721001
Dance/Electronic,2012,600106818
Dance/Electronic,2011,755406330
Dance/Electronic,2011,777626685
Dance/Electronic,2010,569808223
Dance/Electronic,2014,1805319715
Dance/Electronic,2010,492010350
Rock,2004,391962525
Dance/Electronic,2011,319781459
Dance/Electronic,2015,908429469
Country,2015,637878175
Metal,2002,14678351
Rock,1967,9840486
Indie/Folk,2011,535403389
Dance/Electronic,2013,52889205
Pop,2015,42511736
Pop,2009,722904665
Pop,2012,450283834
Dance/Electronic,1978,1203987
Dance/Electronic,2010,412261155
Pop,1965,13705675
Pop,2018,5555742
Dance/Electronic,2010,5555742
R&B/Soul,2007,37004182
Dance/Electronic,2012,201949875
Dance/Electronic,2012,201949875
Indie/Folk,2018,60663749
Pop,1979,49115912
Dance/Electronic,2017,885416
Metal,1994,513702543
Pop,2015,1446878711
Pop,2014,1682210631
Pop,2014,1682210631
R&B/Soul,2011,925812543
R&B/Soul,2012,925812543
R&B/Soul,2011,1468111036
R&B/Soul,2011,1468111036
R&B/Soul,2011,1303798870
R&B/Soul,2016,1019157251
R&B/Soul,2016,1019157251
R&B/Soul,2008,882417588
Rock,2012,221383556
Dance/Electronic,2018,2004338878
Dance/Electronic,2009,879720666
Dance/Electronic,2010,879720666
Dance/Electronic,2018,903516947
Dance/Electronic,2008,852750053
Dance/Electronic,2011,278948888
Dance/Electronic,2013,384423735
Dance/Electronic,2016,683487486
Pop,2015,1125379891
Dance/Electronic,2011,616294452
Dance/Electronic,2012,802806166
Dance/Electronic,2019,972295599
Dance/Electronic,2018,1186630029
Indie/Folk,2004,697252311
Rock,2015,1192234379
Rock,2015,364175319
Dance/Electronic,2013,1790784163
Dance/Electronic,2013,1790784163
Dance/Electronic,2013,821756193
Dance/Electronic,2014,821756193
Dance/Electronic,2013,303695739
Dance/Electronic,2013,572915837
Dance/Electronic,2018,1049798982
Dance/Electronic,2016,476086791
Dance/Electronic,2015,266844490
Dance/Electronic,2019,514378612
Hip Hop,2018,749856986
Hip Hop,2016,1130630271
Dance/Electronic,2010,864879772
Dance/Electronic,2013,538243745
Dance/Electronic,2011,236997309
Dance/Electronic,2017,453722710
Dance/Electronic,2010,181617723
Dance/Electronic,2010,152585830
Dance/Electronic,2011,129920709
Pop,2009,637360997
Pop,2010,637360997
Pop,2013,391907833
Pop,2013,179263205
Rock,2014,517947759
Rock,2008,460819647
Rock,2008,667156807
Rock,2012,126716803
Dance/Electronic,2013,1741876368
Dance/Electronic,2013,936540661
Dance/Electronic,2015,362292694
Pop,2012,971751557
Pop,2012,450283834
Pop,2015,432969605
Pop,2017,126829167
Pop,2016,146536580
Rock,1972,116968498
Pop,2017,74448624
Rock,1991,184276611
Dance/Electronic,2015,184276611
Rock,2017,58198075
Pop,2014,144604914
Dance/Electronic,2013,114091935
Rock,2012,84840590
Indie/Folk,1988,119131709
Dance/Electronic,2014,45331115
Rock,1984,55580140
Pop,1962,21450599
Pop,2011,1318267448
Rock,1985,70615697
Rock,2017,2369272335
Rock,2017,1900080651
Rock,2012,1643098973
Rock,2018,972016370
Rock,2017,968589615
Rock,2018,831122837
Dance/Electronic,2018,831122837
Rock,2012,1470259042
Dance/Electronic,2012,1439566947
Pop,2017,1562466168
Rock,1977,1464356586
Dance/Electronic,2010,1464356586
Pop,2011,1464356586
Pop,2010,1464356586
Pop,2014,744550173
Dance/Electronic,2016,1188857393
Pop,2017,1188857393
Dance/Electronic,2010,935028274
Pop,2011,935028274
Pop,2015,1975866785
Pop,2016,1975866785
Pop,2015,1975866785
Rock,2017,1740759086
Pop,2016,1740759086
Pop,2015,1740759086
Pop,2010,625188054
Pop,2015,1377607834
Rock,2015,1833638048
Rock,2016,1475767872
Rock,1987,48598047
Dance/Electronic,2015,1327271339
Dance/Electronic,2014,636434575
Dance/Electronic,2015,168015872
Dance/Electronic,2013,797901061
R&B/Soul,2007,4849085
Dance/Electronic,2016,104805994
R&B/Soul,2017,36627401
Rock,2008,36627401
Rock,2009,564208283
Rock,2012,574512846
Rock,2009,429210937
Rock,2006,78530465
Rock,2018,118454675
Rock,2012,130802455
Pop,1969,4096818
Pop,2015,30634973
Indie/Folk,2014,2940254
Dance/Electronic,2018,2004338878
R&B/Soul,2015,472628386
Dance/Electronic,1989,208329835
Rock,1987,21864412
Dance/Electronic,2018,22259505
Dance/Electronic,2016,1649785651
Dance/Electronic,2010,466958525
Dance/Electronic,2011,173486809
Rock,2002,24197962
Dance/Electronic,2012,561601833
Dance/Electronic,2010,105765929
Pop,2012,886218159
Pop,2012,584310646
Rock,1970,145884770
Rock,1973,15431838
Dance/Electronic,2007,6112137
Dance/Electronic,2010,1582446481
Pop,2015,912272058
Pop,2012,859532201
Pop,2013,940793629
Pop,2013,940793629
Pop,2015,614725405
Pop,2017,649972372
Pop,2015,649972372
Pop,2013,447745414
Dance/Electronic,2018,1453272135
Hip Hop,2015,1521254554
Rock,1984,467011916
Rock,1993,173954456
Hip Hop,2018,133482423
Dance/Electronic,2013,1741876368
Dance/Electronic,2013,936540661
Dance/Electronic,2015,362292694
Dance/Electronic,2014,820752768
Dance/Electronic,2005,881783821
Rock,1989,130505153
Dance/Electronic,2018,403097672
Rock,1970,583381774
Indie/Folk,2014,1032592788
Pop,2015,1125379891
Pop,2011,410953652
Rock,1990,378855584
Pop,2012,378855584
Pop,2011,1393746825
Dance/Electronic,2011,1261326446
Dance/Electronic,2011,444175576
Dance/Electronic,2014,387872461
Dance/Electronic,2016,14179541
Indie/Folk,2011,210525989
Pop,1975,45034338
Dance/Electronic,1996,154912230
Pop,1991,169924949
R&B/Soul,2017,2180812000
R&B/Soul,2016,1762745054
R&B/Soul,2015,1762745054
Dance/Electronic,2015,847645952
Dance/Electronic,2015,1041560286
Pop,2015,880463196
Dance/Electronic,2016,451229648
Dance/Electronic,2016,894761886
Dance/Electronic,2015,433250229
Dance/Electronic,2016,393812979
Dance/Electronic,2015,702906978
Dance/Electronic,2015,384333791
Pop,1981,117982844
R&B/Soul,2017,160014836
Dance/Electronic,2017,1724608032
Dance/Electronic,2019,1379765140
Dance/Electronic,2017,884122006
Dance/Electronic,2016,668108317
Dance/Electronic,2015,175800675
Pop,1991,249471068
Dance/Electronic,2017,571078074
Dance/Electronic,2018,272398259
Rock,1995,628232520
Pop,2017,1798354650
Dance/Electronic,2019,1798354650
Hip Hop,2013,1229480697
Hip Hop,2014,1229480697
Hip Hop,2013,155017085
Dance/Electronic,2017,1312649614
Dance/Electronic,2015,1096645997
Pop,2019,371025581
Dance/Electronic,2015,877421698
Pop,2016,1512274920
Pop,2016,1512274920
Indie/Folk,2014,347522637
Indie/Folk,2011,702358507
Indie/Folk,2016,120368452
Indie/Folk,2014,225416862
Hip Hop,2014,633676785
Pop,2014,127028622
Rock,2015,196048808
Pop,2017,196048808
Pop,2014,1283596592
Pop,2014,68722902
Pop,2005,68722902
Pop,2012,828553788
R&B/Soul,2017,32931826
Rock,2008,32931826
Rock,1971,226167156
Indie/Folk,2011,29642283
Dance/Electronic,2017,2456205158
Hip Hop,2002,1666992690
Hip Hop,2018,749856986
Dance/Electronic,2018,540947457
Dance/Electronic,2016,1218983885
Hip Hop,2016,1130630271
Dance/Electronic,2019,557976087
Pop,2013,595409929
Rock,2013,1425072547
Rock,1966,80878055
Rock,1986,80878055
Dance/Electronic,2017,2030825694
Dance/Electronic,2017,2030825694
Dance/Electronic,2017,2456205158
Dance/Electronic,2016,1649895796
Dance/Electronic,2017,1038583130
Dance/Electronic,2019,561437488
Dance/Electronic,2019,557976087
Dance/Electronic,2016,931716440
Dance/Electronic,2019,773933173
Dance/Electronic,1993,208328272
Pop,2018,1492403486
Pop,2014,531668029
Dance/Electronic,2016,1218983885
Dance/Electronic,2018,375166259
Dance/Electronic,2017,571078074
Pop,2013,993183944
Pop,2014,635428540
Dance/Electronic,2016,368206454
Dance/Electronic,2015,877421698
Pop,2013,914703845
Rock,1994,240203114
Pop,2018,240203114
Dance/Electronic,2016,520159923
Rock,1976,70293185
Dance/Electronic,2019,899187774
Pop,2018,437017343
R&B/Soul,2017,773849349
Rock,2008,773849349
Dance/Electronic,2019,604552735
R&B/Soul,2017,289089556
Rock,1994,39768633
Dance/Electronic,2008,4285418
Pop,2014,541876450
Dance/Electronic,2010,9701786
Country,2002,185614625
Dance/Electronic,2006,185614625
Rock,1973,209246207
Dance/Electronic,2018,1683178074
Rock,1987,609488169
Pop,2015,931490889
Dance/Electronic,2015,101409667
Indie/Folk,2014,0
Pop,2019,888364294
Dance/Electronic,2013,46462152
Pop,2015,889360130
Pop,2018,790020794
Dance/Electronic,2011,298395323
Dance/Electronic,2012,298395323
Rock,2016,225453156
Dance/Electronic,2019,561437488
Pop,2012,407583451
Dance/Electronic,1981,12616901
Dance/Electronic,2016,59960411
Dance/Electronic,2015,240185996
Country,2018,517385494
Pop,1991,34774461
Dance/Electronic,2018,0
Pop,2010,183172334
Hip Hop,2011,184739334
Dance/Electronic,2016,1270912565
Dance/Electronic,2015,18298540
Dance/Electronic,2015,183465021
Rock,2006,1163854443
Pop,2014,771281574
Dance/Electronic,2017,354905608
Pop,2018,1546722489
Pop,2017,1697308263
Rock,2015,1112788942
Pop,2017,1112788942
Pop,2019,2336219850
Pop,2016,1534955467
Pop,2015,1534955467
Pop,2018,809589128
Pop,2018,809589128
Rock,1976,534816983
Rock,1989,161948151
Pop,1975,45034338
Pop,2015,48254814
Hip Hop,2013,468581960
Dance/Electronic,2016,122991698
R&B/Soul,2004,212368074
Dance/Electronic,2017,98205545
Dance/Electronic,2015,331219313
Pop,1975,23409691
Rock,2015,360285516
Dance/Electronic,2014,13402942
Rock,1984,413970634
Pop,1981,117982844
Dance/Electronic,2017,144219833
Rock,1976,106099716
Dance/Electronic,2018,336824862
Dance/Electronic,2018,979745544
Dance/Electronic,2016,1089163472
Dance/Electronic,2018,429041663
Country,2002,17892648
Dance/Electronic,2006,17892648
Metal,2003,46508509
Pop,2015,18441230
Pop,2015,18441230
Rock,1987,58885905
Rock,1976,106099716
Rock,1976,101057465
Dance/Electronic,2018,1719434482
Dance/Electronic,2018,1719434482
Dance/Electronic,2018,1807370674
Dance/Electronic,2018,1364542951
Indie/Folk,2004,242279118
Metal,2003,203066841
Pop,2017,1798354650
Dance/Electronic,2019,1798354650
Dance/Electronic,2018,1322057199
Dance/Electronic,2018,1186630029
Dance/Electronic,2010,64719419
Pop,2019,2336219850
Dance/Electronic,2018,1848654151
Dance/Electronic,2018,1848654151
Pop,2019,670643659
Pop,2016,523805243
Dance/Electronic,2010,357957021
Pop,2018,1456860581
Dance/Electronic,2010,1456860581
Pop,2019,670643659
Pop,2018,683821801
Rock,1973,513853858
Dance/Electronic,2015,534021884
Dance/Electronic,2011,19737140
R&B/Soul,2016,1162340580
Dance/Electronic,2017,1098764242
R&B/Soul,2016,525260833
R&B/Soul,2015,525260833
Pop,2014,105658892
Pop,2005,105658892
Rock,1984,50618425
Pop,2014,34324083
Pop,2005,34324083
Rock,1971,178395095
Dance/Electronic,2017,854521680
Indie/Folk,1988,996278238
Dance/Electronic,2016,786530746
Rock,2017,1468000
Country,1987,5566454
R&B/Soul,2016,484573
R&B/Soul,2015,484573
Dance/Electronic,2017,6973794
Pop,2014,26435055
Pop,2005,26435055
Pop,2019,371025581
Dance/Electronic,2016,113167612
Dance/Electronic,2019,2203014126
Rock,1991,4594547
Pop,1970,179237341
Pop,2019,179237341
Pop,2019,179237341
Dance/Electronic,2011,68018304
Rock,1992,43784974
Indie/Folk,2011,169813706
Pop,2019,1003155181
Rock,1984,19199245
Dance/Electronic,2017,1344026787
Dance/Electronic,2016,1129292536
Dance/Electronic,2019,454098750
Dance/Electronic,2018,279529219
Dance/Electronic,2018,725742418
Dance/Electronic,2017,809141465
Rock,2006,182973557
Rock,1990,22315025
Metal,2003,45267425
Pop,1992,66783501
Pop,2010,9838884
Rock,1976,70293185
Dance/Electronic,1977,227543375
Dance/Electronic,2011,515623742
Dance/Electronic,2012,515623742
Pop,1992,270004806
Dance/Electronic,2002,291540678
Rock,1984,22303596
Dance/Electronic,2014,1301489342
Dance/Electronic,2017,1193530938
Dance/Electronic,2018,1193530938
Pop,2018,2634013335
Pop,2019,2634013335
Rock,1994,243903090
Dance/Electronic,2005,81003862
Pop,1991,249471068
Rock,1987,31070069
Dance/Electronic,2017,68720889
R&B/Soul,1982,62286162
Dance/Electronic,2017,18687721
Pop,2010,183172334
Dance/Electronic,2016,19528989
Pop,2014,39059839
Pop,2010,183172334
Indie/Folk,2017,96338199
Pop,1975,23409691
Hip Hop,2000,24953041
R&B/Soul,1995,26151549
Rock,1971,5619017
Dance/Electronic,2000,43286718
Pop,2008,51491441
Hip Hop,2000,24953041
R&B/Soul,1995,26151549
Rock,1971,5619017
Dance/Electronic,2000,43286718
Pop,2008,51491441
Pop,2016,42512353
Hip Hop,2013,10363246
Rock,1966,6799735
Rock,1986,6799735
Dance/Electronic,2011,2777926
Dance/Electronic,2012,2777926
Pop,2017,261766891
Dance/Electronic,2016,26227619
Dance/Electronic,2018,0
Country,2002,0
Dance/Electronic,2006,0